pair,stage,deramp_order,directional_angle,aspect_bias,mean,median,std,NMAD,RMSE,n_valid,dh_values_csv,stable_dh_values_csv,stable_mean,stable_median,stable_std,stable_NMAD,stable_RMSE,n_stable,abs_median,stable_abs_median,stable_NMAD_improvement_pct,stable_RMSE_improvement_pct,stable_bias_improvement_pct
post-pre_COREG_BIAS_ASPECT_o1_a90,coreg_bias_aspect,1.0,90.0,True,-0.06700873312330703,-6.103515625e-05,0.7635370086081222,0.13618853759765626,0.7664717436598888,52858155,C:\Users\lguido\OneDrive - DOI\DEMs_for_NSF\Thomas_CoReg\Production_o1_a90_ASPECT\histogram_values\post-pre_COREG_BIAS_ASPECT_o1_a90_dh_values.csv,C:\Users\lguido\OneDrive - DOI\DEMs_for_NSF\Thomas_CoReg\Production_o1_a90_ASPECT\histogram_values\post-pre_COREG_BIAS_ASPECT_o1_a90_stable_dh_values.csv,-0.0708293614649851,0.0,0.46475726127330286,0.13546461181640623,0.4701235054236266,52690009,6.103515625e-05,0.0,29.7170209254131,7.567881306967688,100.0
post-pre_COREG_ONLY,coreg,,,False,0.0054358481221312635,0.04116058349609375,0.7606466833764398,0.1722604019165039,0.7606661063675604,52891883,C:\Users\lguido\OneDrive - DOI\DEMs_for_NSF\Thomas_CoReg\Production_o1_a90_ASPECT\histogram_values\post-pre_COREG_ONLY_dh_values.csv,C:\Users\lguido\OneDrive - DOI\DEMs_for_NSF\Thomas_CoReg\Production_o1_a90_ASPECT\histogram_values\post-pre_COREG_ONLY_stable_dh_values.csv,0.0013998805812181112,0.0412445068359375,0.46338220498044286,0.17127631530761717,0.4633843194996771,52690136,0.04116058349609375,0.0412445068359375,11.136867973664424,8.892888940133359,31.259089716996876
post-pre_RAW,raw,,,False,-0.1317205945750853,-0.06000041961669922,0.7812334136132428,0.19274099750518797,0.7922600340677386,52909681,C:\Users\lguido\OneDrive - DOI\DEMs_for_NSF\Thomas_CoReg\Production_o1_a90_ASPECT\histogram_values\post-pre_RAW_dh_values.csv,C:\Users\lguido\OneDrive - DOI\DEMs_for_NSF\Thomas_CoReg\Production_o1_a90_ASPECT\histogram_values\post-pre_RAW_stable_dh_values.csv,-0.13539843475290142,-0.059999942779541016,0.4902615174154539,0.19274170446395872,0.5086148755119526,52693817,0.06000041961669922,0.059999942779541016,0.0,0.0,0.0
